box-office
95308367
52500000
542
7478384
2026852
1318022
1971135
63200000
80360866
7100000
7774730
392420
15536310
19355116
20518224
26300000
10106233
7486906
400000
5750509
23844220
7154957
202351611
89289910
7948159
176591618
326898358
52069651
28342490
17281832
73587034
125014030
10649893
13900000
116638030
18894185
12200000
33786
9123834
4784111
39939072
9655979
18699775
423032628
121463226
302458
1467021
70147850
4219536
689042
53920
4694484
6908651
31136950
72245
58192545
1736708
600000
207413
47000000
17475811
190871149
2152090
58938889
24995
578382
254272
14443077
12924917
1094798
46012734
31339647
10100000
47100000
33886034
97690955
119700000
24343673
30180466
188627
101785482
58009442
1078919
23761243
33278731
9199193
13985117
14739982
6410257
500154
5567645
154295930
2041184
122288
35990505
1594798
189209
37300107
69148997
1346503
533316061
10393442
100000
24381334
49238110
39666075
30469
2380405
18429081
3014541
231512
652997
1904214
175300000
69311
66433
104286
26687172
261695
338190
33422556
7550836
47277326
134273
137387272
3950874
162800000
21589307
100169068
1566427
148280635
13138876
122948
1064277
30474
16574225
67071
14438086
29669726
62252415
856849
20467547
341264012
58614089
22036907
27927631
26345
52900000
10185819
24800000
32014289
62318875
608804
568917
23268108
28108440
1309997
143613651
414984497
1964000
6674
47000485
43290977
22927390
55472665
14146549
38105077
43513891
3324164
67128202
44850317
14780776
381000185
121418
27087695
16632
8941
134518390
83561615
42297
125402117
1647083
21160089
58867694
515393
25681203
122385345
25047335
26536120
5800000
13630226
802961
12800000
1600000
38509342
10545
43461
7932205
5686515
228756232
5250001
7953388
102469640
68296
16504546
2034
2221809
247597
1341151
72055301
12512069
37931869
40922134
19316646
69236
71300000
33687630
281592
900000
63695760
611026
69265
73661010
35034
16740
25658
13922211
11915856
465786
33142
3637833
2331318
13600000
117190
1800000
28712974
402321
1606608
2536460
70100000
2411580
2105024
127706877
388
31146570
12431792
48325822
28602
1305195
67674
9882053
134413041
36873198
133103929
29885424
11854694
125065700
16659
30348
55963
72700000
10908
32441165
215576
20898
760142
162001186
62326785
371081
200000
4060197
93815117
80408
2200000
258656
29149230
3456144
267846
108585355
4041973
82468131
2209479
20813967
930058
8070311
36900000
18380350
34307024
19755422
900000
6779751
14840421
17061
100289690
785817
95001351
31836745
258077
15100000
65138443
120500
5308553
127380061
186830669
4284664
217933
13900000
58156435
3771397
4394454
22386
132550960
2101584
601787
100000
11425894
1149350
4238694
12344938
68493389
300204
7976065
469746
41966965
4231500
64060187
40531308
1932818
117093
75590286
48817
85789
47701
49251
41102171
20157730
144738046
3040
23604382
2027042
59035104
64400000
33327325
550272
30692411
7367
1646468
18859617
7455447
20300218
3174973
700980
600000
45003463
122512052
32596916
75181
31193043
5748427
13362308
1559556
51853450
18472384
98600000
181015141
47912652
4242318
2278707
38120554
58183966
22100000
63100000
14018364
47860214
58570
89515
279167575
18439082
60443237
3370574
1039869
20047049
3730982
146336178
35100183
2546851
400736600
240381
429113729
353468
225697400
1798483
30937521
1557494
3200000
18013938
55000000
6955841
148213377
3388210
101555644
4624014
208711166
104354205
23993605
30825490
15000994
51370406
136019448
19548064
743451
166112167
345851
114053579
10484
408719
9402410
215395021
5479639
5750
43710394
2839456
16000000
102515793
17787157
832836
35089551
11348612
45045037
66489425
114376885
342096
26746443
34308901
376790
4014
9600000
75169351
67962333
4519967
1063723
1132192
4000
2843
209805005
31500000
23979741
28134407
45150731
237301
22574258
14301001
60128566
13287
2361
33583175
1120322
20218921
83640426
12115208
64736114
55121623
40962534
64001297
15709385
336663349
80865848
44667095
129483
34600000
16184405
2000000
2458092
20356913
34300000
67239378
21236
8554554
448130642
129483877
245785
38432823
2610574
1205079
21300000
142614158
88625922
132300000
11337251
21772753
55900000
2981038
61600000
31716715
5205343
3288699
64087443
368049635
4814244
27713
5696752
50400000
116600000
36300000
400000
75638743
116631310
1567
10137232
44724316
67344392
37295394
7008208
20019
515992
266982666
55865715
14195118
17297289
500000
93800000
13710572
210500000
154485963
44305642
760379
216366733
192000
1250100
952682
30222640
57300000
12441752
1279681
47592825
142542950
2196654
3323092
90800000
1260219
2804874
30093107
10965943
10572742
342212
1688620
80938
5500000
375981
287772
5005883
210945
36800000
2251324
148913
726886
302819
2831900
13155823
2263436
57744720
1319947
318298180
22661550
891721
123087120
29200000
2974308
108012170
101653320
1864266
1124786
28605090
11509127
96200000
17901029
8186236
100292856
43800000
183349128
419361
3800000
1000000
26183
80050171
20277437
15655665
54600000
9189
219932519
270322940
23472900
47781388
39284
1100000
46524362
177442
70300000
60003
53574088
74255908
21964
206727
2626800
844112
2155334
6800000
13248477
4300000
141134092
299300000
63992328
1231550
78864724
687405
6290448
71442
18356529
105219735
21300000
30128152
2535819
818674
40632110
1007535
4977869
289773
1284672
356500
560525
244052771
257588
18472363
314000000
17002433
1000000
869611
336530303
17993461
421856
206360018
3607
623753
18894427
1631647
370904
55802754
4360548
126464904
328674489
4847667
1044
84293
89789227
77222184
204951
9437885
19003827
116643346
30500882
12831121
28567
12533911
160762022
40990055
117698894
4367448
44379332
2379745
6804016
35000629
4244155
76228119
55337
63300000
2277776
1328551
1782667
13000000
5702083
85879985
75400000
1512342
103993239
4237741
5531230
1676463
36900146
25498513
30777437
32486094
99851
7233485
50040205
436055
10126918
7485689
859409
94800000
9190525
20757977
5851188
41407470
33600000
23300
51483949
34705149
513836
45507865
2411071
28100000
6155650
42100000
125342
32003620
9892550
8525095
36489507
168400000
30348260
2661
40168080
364000000
32801029
12785093
51710208
3448656
4131640
71844424
32741596
61309
21718038
34394
48699400
49179296
165349
1717608
76418654
748128
13022756
442299
1795802
55184721
1005700
26200000
292979556
200803309
287458
7918283
66257002
46500000
38200000
7375836
2859955
2222612
50160
4288416
53630
42153
104054514
400000
2664765
71970547
7280174
4856227
10046093
373377893
549351
1752214
45543
46440491
17402425
319323000
408080554
93381044
738414
11064709
28440607
27400000
53245055
561963
638476
65800000
45500000
6367780
8639097
11008432
11888985
181610
30885034
200000
26161406
10324441
55994557
223887
511920
3085
59537388
12406646
145771527
7766987
1326469
5596653
168213584
6295378
75604320
9939
7499617
7965609
64304940
103500000
441
696436
53583486
98537272
60522097
10482672
79600000
1076266
2017976
31252964
1043419
34904885
67300000
67905760
204442
24767490
35063732
241672
121400000
128657
402469
262586
38996694
150252753
31716847
33408732
88900000
61877
29634
60269340
29740655
155018556
3725383
4330
82989109
11887893
3752818
212359
723714
86053485
2437447
4902290
1600000
97665254
5560921
880510
295919
139225854
128341070
126585313
71026631
8199999
89210468
32700000
1122527
14200000
14174654
71270759
4700000
44004460
749700000
18882880
12040
2711210
3254172
17238739
19478384
84747727
238700000
72655779
5997134
118683135
901867
37101011
34801195
42385520
185429
5677043
15000000
1531757
298484
642285
28995450
2400000
42929971
335700
51193556
900
520447
118253
11703287
38226458
162162120
1314609
35512027
6100613
2197234
187074
63224849
31042346
33643461
582075
19781879
23287872
9059588
339700000
25832
40133435
42622300
29458928
56752482
128519
100000
5132655
152857
1782795
38562379
887724
65000000
2293918
768801
43006486
32553210
93500000
40137776
34237104
50830581
81557479
1628568
18811135
200000
1000000
84136909
166500000
270592504
144812796
87240689
129520735
5525320
148383780
492734
1397133
52580895
163395
1169941
32634479
60600000
29202643
18000000
164454835
412400625
1656098
3847290
3758792
43853424
64727
12995673
794817
9404922
10706786
85212969
175686290
75614989
1227546
7115001
95323496
45650
9534013
12465566
34742878
22811339
47536959
97600000
1378426
14291570
21007274
144044409
35010192
36900000
2893474
16000000
147065544
80218314
248849
95849
27696504
110180505
744582
119078393
10017041
31494270
15512221
37100000
63400000
116900000
2068426
1515303
79952254
17533514
23264422
25335935
4192426
25769067
190400000
23222861
23618786
154441
52000189
65250
46225
10793478
5109698
47285499
42640890
4551688
40613055
4919896
1754319
336467
95720716
54700000
43400000
1735301
9172156
300000
23607080
39440655
100420
13861159
91800042
8518148
44992961
3200000
234903076
695157
35900000
58637818
317190
548277
18645489
9942554
191450875
10705259
21300000
102563679
12600000
89400000
2507106
30200000
35914825
66305045
146530
16295033
15986272
71401629
56222759
69951824
2416555
76800000
4200000
194888
261662
1072805
36922190
22092592
62900000
32660848
303001229
31199215
28950158
64959486
58885635
27370107
67771442
17334912
14551088
53921335
132088910
14617945
21105891
114138208
73098411
22862049
11014972
249358727
143084510
105765605
308769
52300000
2515116
30000000
6700000
80033643
54489847
4750497
14126075
39100000
21701045
41032915
79711678
129512407
218100000
463187
75605492
363995937
64933670
1105254
47811275
150626
16788494
6515869
24333911
809787
17800000
16532227
177575142
183662
34034168
55100000
23020488
3345315
338803
400000
8000000
60800000
100000
1017335
84961415
33223430
30459009
4584886
2760
68558662
125286889
2040699
4234040
18591819
19661987
22088
27854896
4894004
12711889
186200000
111484392
1286219
101784999
15113699
657666
241720
16881019
3806471
15687400
599615
21254983
404898
54983983
850758
21500000
11600000
6585535
32781491
22408
1466103
65030563
99808609
6275248
857215
8786715
39380442
102461593
725324
104398
5658869
23900000
393201353
94700000
1174643
13048522
22525921
126597121
30063805
39617876
171031347
152460
570409
22300000
94125426
30196680
3998889
910446
169705587
7899271
183278877
26297
1400000
14173994
37200000
4711216
79230923
27823989
49002815
243055
28300000
20998
189859585
33243820
260713
7468700
34264081
16907450
12853541
13076378
28303771
18329466
35287788
357000
1111641
85095337
487348
25077977
30982329
180443783
21818536
1621845
96400000
11200000
19600000
241250669
56228651
11186
1412124
4033268
8364827
275998
107901736
9176469
238319043
1445366
487578
123188232
504507
11434867
252282
1999047
99165609
12320716
3421520
36771343
208777731
2662550
3727614
19025
11400000
153625
85497
71402035
1566968
79948113
155022220
13296135
28364748
261835892
31000000
30025543
9167
131979
29113588
83814
316957122
21300000
14008193
7756328
10003763
1049915
17411930
80055499
82820167
6960929
1201
41006
457847
113000
173400000
20200000
83488546
44478018
5293525
330479
23750994
34703228
7156725
9500000
27766716
13748199
148055047
2923596
20433940
16031583
12610731
13148028
51071805
17472
100000
56729973
58700247
17408
152595674
519535
6426953
6787
7696098
2399374
12403169
54100000
15328
7120626
20200
82200000
8888355
14885004
214813155
35057332
73343413
110332737
34522221
1757892
1204660
89914425
607110
2782548
41685824
2509139
218100000
40069087
1000000
14271459
29100000
137340146
1626289
198332128
6960000
22877808
55300000
134500000
33782714
44370
46377022
200100000
75300000
8261010
4806750
243536
53260198
20488579
10965209
707952
9480742
305343252
39000000
54200000
22377458
21562346
5851913
181483882
12260586
75020039
31155435
179982968
200002
301194
22728025
66412009
90696166
24100000
12230741
257704099
23145
57262492
3912052
479143
52474616
146872826
739690
10500000
22500000
16291
39850
193136719
8314341
103137295
42824653
75343
43017433
112498
1547128
5617321
109993847
44689
5762910
86897182
294980434
37331031
28586503
337464
110374905
19043843
33800000
541457
49968665
57700000
1612881
63862
53700000
155019340
55843381
36665854
60166
1053098
8418
159257
55400000
3865759
1179327
21005329
4733032
12549485
101107
67529
92100000
66371
176400000
139852115
60019
4942155
1200000
19628665
58877969
2033
16229781
107515297
45125480
32070920
3160978
77860761
5727530
10880926
25893485
3658
26844692
39532308
39477140
41784746
48868
2778297
8326
709133
511635
117222007
58255287
126203320
57216
83537651
4717455
65171860
155081785
252018
7884317
13612
5600000
41090572
45860039
108521370
3595841
15988876
97661826
71526443
38176892
2836157
77301
119841
138300000
77037635
119241
141243551
274084951
109176215
35631470
5665302
6423868
32721635
50772724
60447592
6835153
413482
54538013
12000000
16755117
8125131
274851
2930900
1883628
77100000
13391174
51935916
49069310
1128187
27800000
92930005
2029594
65000000
74154
120523073
18872522
43003831
42776259
11001271
1851628
179737340
29472340
16641379
12111
180851
3901302
191449475
64949
352358779
1623366
3278611
10684049
8134217
102981571
24397469
3596939
41176738
316986481
70665
2600296
249300000
6359742
360467
12552907
34126138
128107031
126149655
976561
3045751
1748442
45850343
64209101
1136236
110500000
87856565
6842058
14813627
1803009
900000
1332
21318194
947
365604
5867786
100018837
14945592
673096
7536577
44768
227935522
239131
67115062
7189725
14677654
16899058
3301046
145545
26100000
273753
13914181
1779320
200000
33480518
4527224
204068
60962878
947190
65173160
45274251
3042188
1528106
64459316
53929
26136413
3261449
